Game Type,Matchup,X Wins,O Wins,Ties,Average X Move Time (s),Average O Move Time (s),Total Moves,Blocked Wins (X),Blocked Wins (O),Missed Wins (X),Missed Wins (O),X Depth,O Depth,X Iterations,O Iterations,X Exploration Constant,O Exploration Constant
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0018903017044067,0.2937363783518473,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0006287693977355,0.300203800201416,7,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005139708518981,0.2819942633310954,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0013726949691772,0.2802552382151286,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3644869327545166,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0010120868682861,0.3437038660049438,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.36473548412323,5,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0002032279968261,0.2607501745223999,9,2,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3470916748046875,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.340307354927063,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0001298785209655,0.2900161743164062,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.2989574273427327,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005036989847819,0.3511989116668701,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0017518401145935,0.2807668844858805,7,2,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,1,0,0.0008108615875244,0.2688328623771667,8,2,2,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0004099369049072,0.2636253237724304,9,2,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0004318952560424,0.2827515602111816,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0020143191019694,0.3570222854614258,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0004872481028238,0.3593827486038208,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3458256721496582,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.2833281358083089,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.00039537747701,0.3318543434143066,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0007270177205403,0.337342619895935,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3668156862258911,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0006678899129231,0.3483090400695801,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005180239677429,0.2863574028015136,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0007184982299804,0.2566560506820678,9,2,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.309959332148234,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0004330158233642,0.2157095670700073,9,2,2,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0008791089057922,0.2948405742645263,7,0,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3478773832321167,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0003954768180847,0.3142364025115967,7,2,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,1,0,0.0011662244796752,0.2616814374923706,8,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,1,0,0.0005015134811401,0.2618167400360107,8,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,2.5331974029541016e-05,0.2894998391469319,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0001953442891438,0.3445626497268677,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0020044326782226,0.2713331580162048,9,2,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0004244327545166,0.2609699368476867,9,2,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0002366701761881,0.3447706699371338,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0002962946891784,0.3028863271077474,7,2,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0002642472585042,0.3523054122924804,5,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0010272661844889,0.3564485311508178,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,2.3603439331054688e-05,0.3031717936197917,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0006960233052571,0.3488842248916626,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0022265911102294,0.3624703884124756,5,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3580894470214844,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0,0.2600231766700744,9,2,2,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0006768107414245,0.2808794180552165,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.2930665810902913,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0002533197402954,0.3125850359598796,7,0,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.2673963705698649,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.00087571144104,0.2889737288157145,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0001450777053833,0.3115231990814209,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0004201889038085,0.2490021586418151,9,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005208849906921,0.2901242574055989,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.001529852549235,0.3311741352081299,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0016674399375915,0.2885140577952067,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0002233982086181,0.3321899175643921,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0007539987564086,0.3158570925394694,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0020604928334554,0.3412264585494995,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0014585971832275,0.2481375336647033,9,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005193948745727,0.3057750066121419,7,0,2,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0004243373870849,0.27061527967453,9,2,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0011953353881835,0.276117205619812,9,2,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0007463932037353,0.2566558718681335,9,2,2,0,1,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,0,0,1,0.0004323959350585,0.2168135643005371,9,2,2,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005257725715637,0.2959717114766438,7,0,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005112290382385,0.2943719228108724,7,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005114674568176,0.3201104799906413,7,2,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0009766419728597,0.3353052139282226,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0006895860036214,0.3785299062728882,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.2924556732177734,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0006371140480041,0.279160737991333,7,0,2,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3635398149490356,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0015353560447692,0.2765836715698242,7,0,2,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0006033579508463,0.3891216516494751,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.2622956434885661,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005236268043518,0.276256799697876,7,1,1,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0003599325815836,0.3511238098144531,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005013147989908,0.3636311292648315,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3670848608016968,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0010281403859456,0.3599462509155273,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.2987845738728841,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0005024075508117,0.3117604255676269,7,1,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3633424043655395,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0001715819040934,0.3458598852157593,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3447505235671997,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0,0.3822931051254272,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,ab_minimax vs MCTSPlayer,1,0,0,0.0010569890340169,0.3773500919342041,5,0,0,0,0,2.0,,,1500.0,,20.0
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6631578207015991,0.0003793239593505,8,2,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.6101415157318115,0.0,7,1,0,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5422042846679688,0.0,9,0,2,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.541553258895874,0.0,9,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.4979824066162109,0.0006352663040161,9,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5323756217956543,0.0002538561820983,9,3,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.5845335721969604,0.0,8,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5437131404876709,0.0006399750709533,9,1,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.4957387447357178,0.0005068182945251,9,2,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.751026471455892,0.001017411549886,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6648428440093994,0.0002512335777282,8,0,1,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7401264905929565,0.0006685256958007,8,0,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.677560567855835,0.0,8,1,2,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8285385767618815,0.0010272661844889,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6901105642318726,0.0005015730857849,8,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7925805250803629,0.0013307730356852,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5857977867126465,0.0005037188529968,9,1,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.5602724552154541,0.0005038976669311,9,2,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7751282056172689,0.0003387928009033,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5330266952514648,0.0,9,2,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7854459285736084,0.0008517901102701,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7234990000724792,0.0,8,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.5114326000213623,0.0011264085769653,9,2,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6880422830581665,0.0010012984275817,8,0,2,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7543404897054037,0.0,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8003923098246256,0.0006724993387858,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5197378158569336,0.0005038380622863,9,2,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.806379477183024,0.0004176298777262,6,0,0,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5485149383544922,0.0001283884048461,9,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.760357936223348,0.0,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6600512266159058,0.0,8,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5306950569152832,0.0013529062271118,9,3,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5373735904693604,0.0013962984085083,9,2,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6715690493583679,0.0,8,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5405274391174316,0.0,9,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5835063457489014,0.0003775358200073,9,1,3,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5233533382415771,0.0010033249855041,9,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5334115982055664,0.0,9,0,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7342384656270345,0.0013643900553385,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.5565914630889892,0.0,9,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7210751374562582,0.0008602142333984,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7380873362223307,0.0004020531972249,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5290648937225342,0.0005038976669311,9,1,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.6594839692115784,0.000335693359375,7,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6537147164344788,0.0002498030662536,8,2,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5502977848052979,0.0004939436912536,9,0,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.485507583618164,0.0001365542411804,9,2,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.611581563949585,0.0,7,1,0,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7981199423472086,0.0003352959950764,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6443036794662476,0.0006266832351684,8,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7333724498748779,0.0005012154579162,8,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5958681106567383,0.0002511739730834,9,1,2,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8808639844258627,0.0006678104400634,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8477275371551514,0.0013990402221679,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7457520365715027,0.0,8,1,2,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.666536808013916,0.0,9,0,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6142122745513916,0.0,9,2,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6357157230377197,0.0,9,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6904113292694092,0.0,9,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8183326721191406,0.0001939137776692,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6218195915222168,0.0,9,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5706466674804688,0.0002624988555908,9,2,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6836024522781372,0.0006955862045288,8,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8600467046101888,0.0,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8646441300710043,0.0003867149353027,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5643821239471436,0.0002389550209045,9,2,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8151987393697103,0.0009812513987223,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6387770175933838,0.0004997849464416,9,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8630728721618652,0.0010296503702799,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.6430353641510009,0.0005090236663818,9,1,1,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8413488864898682,0.0005240440368652,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5793009281158448,0.0002526640892028,9,1,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.6044050216674804,0.0005114674568176,9,1,1,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7965081930160522,0.0005024671554565,8,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8360631465911865,0.0003555615743001,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.6451576232910157,0.0002543926239013,9,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.7994373440742493,0.0002145767211914,7,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.660490083694458,0.0010342001914978,9,0,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6368427276611328,0.0005162954330444,9,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8612731297810873,0.0005147457122802,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7128478288650513,0.0013779401779174,8,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6330402851104736,0.0005050897598266,9,0,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5734762191772461,0.0002514719963073,9,2,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.7200881242752075,0.0001696745554606,7,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6287643909454346,0.0002538561820983,9,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6427457809448243,0.0,9,1,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.678287935256958,0.0005022287368774,9,0,3,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6115123748779296,0.0002642273902893,9,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.64750075340271,0.0,7,1,0,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.5927609920501709,0.0006223917007446,9,0,2,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.5555285453796387,0.0005028843879699,9,2,1,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.7789111137390137,0.0008369286855061,6,0,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6384598612785339,0.0,8,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6081108450889587,0.0002502799034118,8,1,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.663000762462616,0.0,7,0,0,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.5703739166259766,0.0005037188529968,9,2,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6526613831520081,0.0,8,0,1,1,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,1,0,0,0.6721069812774658,0.0005013147989908,7,0,2,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.8148794968922933,0.0008372465769449,6,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,0,1,0.6164857864379882,0.0,9,0,1,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6204148530960083,0.000878095626831,8,1,3,0,0,,2.0,3000.0,,20.0,
TicTacToe,MCTSPlayer vs ab_minimax,0,1,0,0.6756114959716797,0.0006279349327087,8,0,1,0,0,,2.0,3000.0,,20.0,
